   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      10	   9.231	0.022827	  1.0886	 -0.0526	  1.0782	-0.152101	2.996E+6	   0.231	 3784.45	   80.98	   0.000	-0.07410	-0.10464	-0.11160	-0.12201	-0.13725	-0.16565	-0.21498	-0.29168	-0.39785	-0.51722	-0.64321	-0.77428	-0.89678	-1.01066	-1.11715	-1.22163	-1.30057	-1.36619	-1.41300	-1.47282	-1.50688	-1.55828	-1.58178	-1.62843	-1.64047	-1.67019	-1.68973	-1.97081	-1.96515	-1.99536	-2.02045	-2.08405	-2.17560	-2.30438	-2.44260	-2.48447	-2.44144	-2.24391	-1.58881	-1.26686	-1.25665	 0.69715	 0.97362	 0.98406	 0.88356	 0.75887	 0.63919	 0.49615	 0.42052	 0.32398	 0.24057	 0.16692	 0.09143	 0.04070	 0.00339	-0.00209	 0.00911	 0.04552	 0.08014	 0.12061	 0.17741	 0.22618	-0.09159	  1.0781	-0.151582	 -0.0528	
      11	  10.247	0.030387	  1.1204	 -0.0504	  1.1079	-0.169401	2.989E+6	   0.231	 3771.24	   80.86	   0.000	-0.14032	-0.18150	-0.18027	-0.18408	-0.19061	-0.20236	-0.22348	-0.26270	-0.33624	-0.44272	-0.57047	-0.70878	-0.84211	-0.96748	-1.08479	-1.19780	-1.28633	-1.36101	-1.41723	-1.48536	-1.52812	-1.58831	-1.62244	-1.67289	-1.69729	-1.74342	-1.79135	-2.07356	-2.01286	-2.07375	-2.14227	-2.24390	-2.36728	-2.52072	-2.69557	-2.77693	-2.77521	-2.61045	-1.93752	-1.61686	-1.60286	 0.59048	 0.94202	 0.99643	 0.91744	 0.80172	 0.68431	 0.54437	 0.46389	 0.36569	 0.27928	 0.20219	 0.12305	 0.06807	 0.02590	 0.01535	 0.02158	 0.05265	 0.08227	 0.11809	 0.17070	 0.20617	-0.16679	  1.1080	-0.169066	 -0.0506	
      12	  11.254	0.038625	  1.1607	 -0.0513	  1.1460	-0.188646	2.984E+6	   0.230	 3762.76	   80.79	   0.000	-0.19495	-0.25213	-0.25105	-0.25236	-0.25656	-0.26325	-0.27192	-0.28424	-0.31105	-0.37071	-0.47612	-0.61526	-0.76472	-0.90876	-1.04171	-1.16679	-1.26838	-1.35325	-1.42142	-1.49843	-1.55083	-1.62057	-1.66366	-1.72594	-1.76125	-1.81809	-1.88154	-2.18228	-2.14334	-2.19300	-2.21729	-2.36444	-2.58958	-2.76655	-2.97786	-3.10464	-3.15152	-3.02661	-2.33763	-2.02094	-2.00472	 0.45688	 0.89413	 0.99999	 0.94726	 0.84314	 0.72970	 0.59395	 0.50924	 0.40979	 0.32080	 0.24047	 0.15816	 0.09893	 0.05180	 0.03599	 0.03765	 0.06311	 0.08819	 0.11952	 0.16781	 0.19140	-0.23097	  1.1462	-0.188530	 -0.0515	
      13	  12.251	0.040727	  1.1586	 -0.0473	  1.1408	-0.206057	2.973E+6	   0.230	 3738.93	   80.56	   0.000	-0.28614	-0.33136	-0.32887	-0.32366	-0.31903	-0.31614	-0.31305	-0.31033	-0.30769	-0.31209	-0.33030	-0.38669	-0.51955	-0.70174	-0.87802	-1.03700	-1.16907	-1.27729	-1.36712	-1.46078	-1.52838	-1.61238	-1.66850	-1.74476	-1.79282	-1.86111	-1.94018	-2.25643	-2.23283	-2.30804	-2.34670	-2.43856	-2.75336	-2.99655	-3.23259	-3.40323	-3.49964	-3.41722	-2.71919	-2.40908	-2.40466	 0.31877	 0.83850	 0.99742	 0.96887	 0.87695	 0.76833	 0.63663	 0.54891	 0.44837	 0.35688	 0.27391	 0.18825	 0.12491	 0.07309	 0.05188	 0.04839	 0.06839	 0.08857	 0.11434	 0.15726	 0.16176	-0.27346	  1.1412	-0.206339	 -0.0476	
      14	  13.257	0.046447	  1.1764	 -0.0447	  1.1557	-0.224544	2.972E+6	   0.230	 3740.95	   80.60	   0.000	-0.32308	-0.36318	-0.35921	-0.35214	-0.34539	-0.33966	-0.33370	-0.32872	-0.32295	-0.32161	-0.32643	-0.34523	-0.41268	-0.56844	-0.76035	-0.94205	-1.09697	-1.22326	-1.33008	-1.43717	-1.51734	-1.61336	-1.68067	-1.76931	-1.82810	-1.90751	-2.00119	-2.33210	-2.32227	-2.41616	-2.48170	-2.58383	-2.84687	-3.22532	-3.49456	-3.70674	-3.85250	-3.81497	-3.11063	-2.80859	-2.81472	 0.16839	 0.77282	 0.98696	 0.98441	 0.90600	 0.80315	 0.67633	 0.58628	 0.48509	 0.39105	 0.30632	 0.21800	 0.15089	 0.09504	 0.06898	 0.06121	 0.07668	 0.09242	 0.11371	 0.15253	 0.14650	-0.30118	  1.1562	-0.225143	 -0.0449	
      15	  14.273	0.054241	  1.2013	 -0.0437	  1.1776	-0.243593	2.964E+6	   0.229	 3723.51	   80.43	   0.000	-0.34877	-0.38813	-0.38505	-0.37754	-0.36934	-0.36210	-0.35407	-0.34715	-0.33992	-0.33687	-0.33755	-0.34586	-0.37811	-0.47973	-0.65808	-0.85324	-1.02807	-1.17132	-1.29430	-1.41384	-1.50615	-1.61359	-1.69188	-1.79292	-1.86174	-1.95275	-2.06069	-2.40595	-2.41024	-2.52212	-2.61089	-2.75117	-2.95399	-3.42395	-3.76743	-4.01930	-4.21603	-4.23047	-3.51352	-3.23333	-3.24594	 0.00074	 0.69529	 0.96861	 0.99472	 0.93140	 0.83555	 0.71428	 0.62297	 0.52145	 0.42409	 0.33919	 0.24840	 0.17775	 0.11792	 0.08742	 0.07559	 0.08651	 0.09796	 0.11507	 0.15015	 0.13594	-0.32769	  1.1783	-0.244519	 -0.0440	
      16	  15.288	0.063654	  1.2305	 -0.0439	  1.2037	-0.263040	2.958E+6	   0.229	 3711.53	   80.32	   0.000	-0.36998	-0.40913	-0.40685	-0.39884	-0.38954	-0.38122	-0.37265	-0.36539	-0.35746	-0.35318	-0.35269	-0.35638	-0.37443	-0.43607	-0.57968	-0.77507	-0.96494	-1.12325	-1.26133	-1.39252	-1.49605	-1.61445	-1.70304	-1.81593	-1.89408	-1.99632	-2.11791	-2.47736	-2.49505	-2.62374	-2.73241	-2.90123	-3.11655	-3.58948	-4.03770	-4.33012	-4.58056	-4.64923	-3.91931	-3.66704	-3.68649	-0.17648	 0.60944	 0.94329	 0.99989	 0.95253	 0.86443	 0.74928	 0.65784	 0.55632	 0.45738	 0.37131	 0.27878	 0.20516	 0.14158	 0.10710	 0.09154	 0.09822	 0.10558	 0.11881	 0.15051	 0.12885	-0.34856	  1.2048	-0.264306	 -0.0442	
      17	  -0.005	0.008790	  0.2563	 -0.0659	  0.2563	0.008814	3.003E+6	   0.232	 3828.61	   81.56	   0.000	 0.16370	 0.09864	 0.04009	-0.02291	-0.08916	-0.16153	-0.23925	-0.31429	-0.39053	-0.46352	-0.53430	-0.60795	-0.66686	-0.71444	-0.75532	-0.79450	-0.80711	-0.80926	-0.79044	-0.78285	-0.75707	-0.73121	-0.69271	-0.65369	-0.60086	-0.55005	-0.50997	-0.56014	-0.45568	-0.36273	-0.26184	-0.15668	-0.05617	 0.06335	 0.20804	 0.39729	 0.60829	 0.81713	 0.96988	 0.99872	 0.99929	 0.49278	 0.15670	-0.07427	-0.16555	-0.24430	-0.28157	-0.40983	-0.34812	-0.38870	-0.41238	-0.42396	-0.44711	-0.43588	-0.41084	-0.34978	-0.27829	-0.17509	-0.08677	 0.00402	 0.10107	 0.23374	 0.16233	  0.2562	0.008882	 -0.0659	
      18	  -1.032	0.008470	  0.1397	 -0.0651	  0.1396	0.010986	3.004E+6	   0.233	 3832.37	   81.60	   0.000	 0.17107	 0.10275	 0.04553	-0.01555	-0.07937	-0.14843	-0.22225	-0.29304	-0.36438	-0.43237	-0.49828	-0.56537	-0.61802	-0.65927	-0.69375	-0.72634	-0.73276	-0.72904	-0.70433	-0.69040	-0.65947	-0.62672	-0.58307	-0.53716	-0.48022	-0.42245	-0.37391	-0.40625	-0.29687	-0.19709	-0.08999	 0.02270	 0.13142	 0.25952	 0.40878	 0.59051	 0.77639	 0.93339	 0.99909	 0.95923	 0.95544	 0.22199	-0.12007	-0.32647	-0.37564	-0.42506	-0.43684	-0.55463	-0.46548	-0.49380	-0.50683	-0.50767	-0.52204	-0.50118	-0.46693	-0.39650	-0.31681	-0.20482	-0.10979	-0.01304	 0.08825	 0.22721	 0.16998	  0.1395	0.011046	 -0.0651	
      19	  -2.062	0.008188	  0.0232	 -0.0642	  0.0229	0.009018	3.003E+6	   0.232	 3830.80	   81.59	   0.000	 0.17629	 0.10598	 0.05099	-0.00782	-0.06899	-0.13445	-0.20448	-0.27101	-0.33762	-0.40061	-0.46109	-0.52237	-0.56912	-0.60430	-0.63246	-0.65890	-0.65933	-0.65011	-0.61982	-0.60014	-0.56443	-0.52544	-0.47719	-0.42524	-0.36388	-0.30145	-0.24523	-0.26154	-0.14829	-0.04370	 0.06823	 0.18495	 0.29952	 0.43131	 0.57899	 0.74520	 0.89666	 0.98993	 0.97797	 0.84493	 0.83619	-0.10436	-0.43560	-0.60370	-0.60215	-0.61660	-0.60004	-0.70772	-0.58707	-0.60154	-0.60303	-0.59248	-0.59771	-0.56708	-0.52307	-0.44316	-0.35516	-0.23436	-0.13257	-0.02993	 0.07533	 0.21972	 0.17541	  0.0229	0.009100	 -0.0642	
      20	  -3.088	0.007925	 -0.0911	 -0.0631	 -0.0914	0.003008	3.004E+6	   0.233	 3832.02	   81.60	   0.000	 0.18002	 0.10951	 0.05731	 0.00111	-0.05734	-0.11906	-0.18543	-0.24802	-0.30995	-0.36823	-0.42366	-0.47940	-0.52046	-0.54991	-0.57234	-0.59297	-0.58776	-0.57349	-0.53860	-0.51362	-0.47354	-0.42874	-0.37653	-0.31968	-0.25429	-0.18824	-0.12473	-0.12719	-0.01258	 0.09634	 0.21036	 0.32942	 0.44564	 0.57661	 0.71653	 0.86061	 0.96940	 0.99706	 0.89740	 0.66112	 0.64765	-0.47908	-0.78220	-0.89954	-0.83984	-0.81452	-0.76792	-0.86931	-0.70872	-0.70894	-0.69877	-0.67587	-0.67212	-0.63132	-0.57770	-0.48808	-0.39177	-0.26228	-0.15382	-0.04540	 0.06331	 0.21199	 0.17974	 -0.0913	0.003138	 -0.0631	
      21	  -4.114	0.007747	 -0.2099	 -0.0620	 -0.2099	-0.007331	3.001E+6	   0.232	 3827.28	   81.56	   0.000	 0.18155	 0.11260	 0.06366	 0.01052	-0.04485	-0.10272	-0.16506	-0.22360	-0.28057	-0.33456	-0.38443	-0.43447	-0.46978	-0.49369	-0.51021	-0.52502	-0.51446	-0.49522	-0.45583	-0.42556	-0.38113	-0.33142	-0.27555	-0.21440	-0.14506	-0.07725	-0.00616	 0.00417	 0.11976	 0.23096	 0.34510	 0.46418	 0.57860	 0.70401	 0.82959	 0.94302	 0.99869	 0.95846	 0.75061	 0.39646	 0.37528	-0.92577	-1.18189	-1.23236	-1.10454	-1.03173	-0.95347	-1.04154	-0.83884	-0.82302	-0.80006	-0.76391	-0.74989	-0.69819	-0.63414	-0.53409	-0.42910	-0.29053	-0.17494	-0.06080	 0.05080	 0.20223	 0.18220	 -0.2098	-0.007123	 -0.0620	
      22	  -5.157	0.008196	 -0.3210	 -0.0607	 -0.3204	-0.020691	3.000E+6	   0.232	 3827.18	   81.57	   0.000	 0.18081	 0.11434	 0.06930	 0.01947	-0.03283	-0.08705	-0.14544	-0.19979	-0.25245	-0.30190	-0.34658	-0.39157	-0.42156	-0.43992	-0.45133	-0.46059	-0.44538	-0.42165	-0.37791	-0.34318	-0.29533	-0.24090	-0.18209	-0.11672	-0.04504	 0.02483	 0.10151	 0.12227	 0.23777	 0.34968	 0.46244	 0.57843	 0.68854	 0.80417	 0.91056	 0.98730	 0.98965	 0.86942	 0.55088	 0.07369	 0.04430	-1.40619	-1.60029	-1.57310	-1.37548	-1.25366	-1.13432	-1.14640	-0.96889	-0.93464	-0.89670	-0.84849	-0.82304	-0.76036	-0.68538	-0.57537	-0.46162	-0.31424	-0.19219	-0.07322	 0.03926	 0.18900	 0.18137	 -0.3203	-0.020394	 -0.0607	
      23	  -6.174	0.008871	 -0.4308	 -0.0594	 -0.4292	-0.037507	2.997E+6	   0.232	 3821.45	   81.52	   0.000	 0.17680	 0.11459	 0.07417	 0.02791	-0.02109	-0.07136	-0.12581	-0.17623	-0.22434	-0.26905	-0.30914	-0.34881	-0.37359	-0.38696	-0.39374	-0.39724	-0.37745	-0.34930	-0.30179	-0.26343	-0.21186	-0.15382	-0.09250	-0.02329	 0.04934	 0.12290	 0.20314	 0.23302	 0.34732	 0.45834	 0.56773	 0.67849	 0.78164	 0.88354	 0.96535	 0.99923	 0.94266	 0.73038	 0.29299	-0.31640	-0.35551	-1.93976	-2.05439	-1.93585	-1.67578	-1.45963	-1.23001	-1.32651	-1.10718	-1.04712	-0.99377	-0.93244	-0.89512	-0.82067	-0.73455	-0.61437	-0.49187	-0.33588	-0.20698	-0.08381	 0.02770	 0.17270	 0.17736	 -0.4290	-0.037107	 -0.0594	
      24	  -7.195	0.009185	 -0.5414	 -0.0586	 -0.5383	-0.058704	2.996E+6	   0.232	 3820.34	   81.51	   0.000	 0.16926	 0.11400	 0.07857	 0.03624	-0.00925	-0.05550	-0.10601	-0.15251	-0.19588	-0.23618	-0.27173	-0.30624	-0.32606	-0.33458	-0.33628	-0.33493	-0.31064	-0.27864	-0.22819	-0.18531	-0.13103	-0.06913	-0.00546	 0.06597	 0.13478	 0.21607	 0.29861	 0.33610	 0.44807	 0.55660	 0.66113	 0.76486	 0.85790	 0.94181	 0.99421	 0.98331	 0.85615	 0.54109	-0.02240	-0.77565	-0.82394	-2.52836	-2.54625	-2.32434	-2.02929	-1.64496	-1.43428	-1.49922	-1.24304	-1.16082	-1.09215	-1.01609	-0.96617	-0.87994	-0.78219	-0.65103	-0.51933	-0.35450	-0.21877	-0.09217	 0.01736	 0.15388	 0.16971	 -0.5381	-0.058189	 -0.0585	
      25	  -8.225	0.010697	 -0.6440	 -0.0576	 -0.6389	-0.081548	2.993E+6	   0.232	 3813.74	   81.45	   0.000	 0.15510	 0.11056	 0.08071	 0.04269	 0.00083	-0.04162	-0.08795	-0.13040	-0.16959	-0.20541	-0.23635	-0.26616	-0.28108	-0.28479	-0.28194	-0.27585	-0.24760	-0.21260	-0.15825	-0.11189	-0.05483	 0.00982	 0.07498	 0.14846	 0.21777	 0.30206	 0.38520	 0.42903	 0.53735	 0.64247	 0.74061	 0.83540	 0.91593	 0.97882	 0.99909	 0.93764	 0.73530	 0.31104	-0.38179	-1.28429	-1.34255	-3.14964	-3.05749	-2.73431	-2.17444	-1.89328	-1.62151	-1.66555	-1.37413	-1.27058	-1.18600	-1.09554	-1.03248	-0.93413	-0.82460	-0.68245	-0.54127	-0.36781	-0.22543	-0.09701	 0.00658	 0.13020	 0.15492	 -0.6387	-0.080929	 -0.0575	
      26	  -9.244	0.012127	 -0.7396	 -0.0573	 -0.7319	-0.106829	3.000E+6	   0.233	 3832.08	   81.65	   0.000	 0.13151	 0.10295	 0.07975	 0.04641	 0.00836	-0.03009	-0.07240	-0.11089	-0.14602	-0.17771	-0.20406	-0.22925	-0.23971	-0.23943	-0.23185	-0.22135	-0.18945	-0.15092	-0.09373	-0.04426	 0.01512	 0.08217	 0.14884	 0.22315	 0.29513	 0.37935	 0.46273	 0.51114	 0.61530	 0.71570	 0.80656	 0.89075	 0.95692	 0.99648	 0.98478	 0.86680	 0.58599	 0.04960	-0.77310	-1.82900	-1.89620	-3.79146	-3.58017	-3.17988	-2.37667	-2.12577	-1.80244	-1.82564	-1.49894	-1.37412	-1.27308	-1.16802	-1.09148	-0.98086	-0.85917	-0.70551	-0.55444	-0.37208	-0.22363	-0.09712	-0.00522	 0.09904	 0.12962	 -0.7318	-0.106124	 -0.0572	
