,   Alpha,       M,       Q,       V,  Z_w.r., Cpu_001, Cpu_002, Cpu_003, Cpu_004, Cpu_005, Cpu_006, Cpu_007, Cpu_008, Cpu_009, Cpu_010, Cpu_011, Cpu_012, Cpu_013, Cpu_014, Cpu_015, Cpu_016, Cpu_017, Cpu_018, Cpu_019, Cpu_020, Cpu_021, Cpu_022, Cpu_023, Cpu_024, Cpu_025, Cpu_026, Cpu_027, Cpu_028, Cpu_029, Cpu_030, Cpu_031, Cpu_032, Cpu_033, Cpu_034, Cpu_035, Cpu_036, Cpu_037, Cpu_038, Cpu_039, Cpu_040, Cpl_001, Cpl_002, Cpl_003, Cpl_004, Cpl_005, Cpl_006, Cpl_007, Cpl_008, Cpl_009, Cpl_010, Cpl_011, Cpl_012, Cpl_013, Cpl_014, Cpl_015, Cpl_016, Cpl_017, Cpl_018, Cpl_019, Cpl_020, Cpl_021, Cpl_022, Cpl_023,Grade,Grit Size,Lower Coverage,Upper Coverage
283,7.7,0.233,3838.32,81.94,220.84,-0.02758,-0.05457,-0.07008,-0.08927,-0.1149,-0.15515,-0.21907,-0.30671,-0.41576,-0.53094,-0.64824,-0.7701,-0.8822,-0.98383,-1.07969,-1.17195,-1.24153,-1.29394,-1.33068,-1.37763,-1.40194,-1.43749,-1.45554,-1.48949,-1.49518,-1.50496,-1.51951,-1.59959,-1.69231,-1.69607,-1.67624,-1.75393,-1.82416,-1.90698,-1.97376,-1.94091,-1.82284,-1.56697,-0.95295,-0.64024,-0.63995,0.87223,0.99979,0.92405,0.7817,0.64936,0.51981,0.4025,0.31405,0.22833,0.15188,0.0862,0.01605,-0.02594,-0.05487,-0.05081,-0.02979,0.01609,0.0586,0.10688,0.17,0.23366,-0.04055,240.0,53.0,0.04,0.04
284,3.086,0.234,3856.85,82.14,219.21,0.13491,0.08359,0.02706,-0.03786,-0.10938,-0.19017,-0.27792,-0.36557,-0.45642,-0.5447,-0.63203,-0.72353,-0.80189,-0.86824,-0.93014,-0.98967,-1.02459,-1.04408,-1.04565,-1.05817,-1.04992,-1.04642,-1.0296,-1.01991,-0.98901,-0.9575,-0.92417,-0.9421,-0.95922,-0.89869,-0.81817,-0.79997,-0.75346,-0.67864,-0.58246,-0.41278,-0.18099,0.11793,0.50731,0.71542,0.71684,0.95129,0.72874,0.4927,0.32412,0.21028,0.10206,0.0105,-0.03581,-0.09975,-0.14965,-0.18753,-0.2336,-0.24719,-0.24666,-0.2112,-0.1614,-0.08369,-0.01457,0.05861,0.14299,0.25511,0.13327,240.0,53.0,0.04,0.04
285,1.03,0.234,3863.56,82.22,220.62,0.16165,0.09673,0.03696,-0.02842,-0.09826,-0.17408,-0.25531,-0.335,-0.41633,-0.49447,-0.57044,-0.65034,-0.71562,-0.76806,-0.81642,-0.86209,-0.88328,-0.88943,-0.87753,-0.87587,-0.85526,-0.83604,-0.80557,-0.77875,-0.73428,-0.68698,-0.63669,-0.6293,-0.61571,-0.5316,-0.43918,-0.37135,-0.28969,-0.17778,-0.0429,0.15034,0.38198,0.63676,0.87664,0.97592,0.97753,0.6922,0.37107,0.12163,-0.00848,-0.08171,-0.16091,-0.22428,-0.24498,-0.28939,-0.32205,-0.34208,-0.37334,-0.37074,-0.3539,-0.30154,-0.23671,-0.14269,-0.06062,0.02455,0.11813,0.24647,0.16059,240.0,53.0,0.04,0.04
286,-0.009,0.234,3862.2,82.22,219.16,0.17009,0.10068,0.04161,-0.02228,-0.09,-0.16266,-0.24026,-0.31595,-0.39248,-0.46564,-0.53628,-0.6105,-0.66955,-0.71572,-0.75723,-0.79634,-0.81104,-0.81131,-0.79309,-0.78524,-0.75909,-0.73282,-0.69651,-0.66193,-0.61182,-0.55743,-0.50056,-0.48152,-0.45534,-0.36798,-0.26085,-0.17932,-0.0877,0.03665,0.1841,0.37821,0.59515,0.81021,0.96784,0.99852,1.0,0.47993,0.13601,-0.10072,-0.19821,-0.24573,-0.28905,-0.35202,-0.35591,-0.38914,-0.41198,-0.42196,-0.44485,-0.43366,-0.40816,-0.34697,-0.27436,-0.17232,-0.08363,0.00761,0.10492,0.23976,0.16965,240.0,53.0,0.04,0.04
287,-1.028,0.234,3863.92,82.25,220.86,0.17645,0.10413,0.04686,-0.01488,-0.08003,-0.14922,-0.22306,-0.29463,-0.36633,-0.43461,-0.5006,-0.56837,-0.6213,-0.66128,-0.69642,-0.72929,-0.7376,-0.73219,-0.70816,-0.6943,-0.66263,-0.63,-0.58842,-0.54648,-0.49073,-0.43137,-0.36771,-0.33852,-0.30532,-0.20668,-0.09286,-0.00243,0.10016,0.23302,0.38575,0.57263,0.76489,0.92844,0.99878,0.96042,0.96202,0.20963,-0.13924,-0.35041,-0.40991,-0.42524,-0.43934,-0.48679,-0.47289,-0.49314,-0.50493,-0.50422,-0.51827,-0.49779,-0.4632,-0.39276,-0.3124,-0.20194,-0.10665,-0.0096,0.09143,0.23126,0.17593,240.0,53.0,0.04,0.04
288,-2.058,0.234,3862.81,82.24,219.14,0.18085,0.10701,0.05227,-0.00679,-0.06911,-0.13462,-0.20454,-0.27187,-0.33884,-0.40214,-0.46259,-0.52466,-0.57158,-0.60529,-0.63432,-0.66095,-0.6633,-0.65237,-0.62276,-0.60308,-0.56674,-0.52776,-0.48133,-0.43298,-0.37332,-0.30781,-0.23992,-0.20107,-0.15605,-0.05263,0.06511,0.16351,0.27307,0.40961,0.56083,0.73263,0.88995,0.9889,0.97905,0.84553,0.84697,-0.12174,-0.45845,-0.63285,-0.64349,-0.61649,-0.60283,-0.62949,-0.59583,-0.60155,-0.60149,-0.58926,-0.59344,-0.56347,-0.51909,-0.43911,-0.35058,-0.23164,-0.12954,-0.02675,0.07761,0.22155,0.18007,240.0,53.0,0.04,0.04
289,-3.087,0.234,3863.5,82.25,220.8,0.18347,0.10995,0.05816,0.002,-0.05734,-0.11925,-0.18533,-0.24859,-0.3109,-0.36936,-0.42493,-0.4815,-0.52276,-0.55066,-0.57402,-0.59476,-0.59155,-0.57563,-0.54108,-0.51626,-0.47564,-0.43098,-0.3806,-0.32678,-0.26317,-0.19329,-0.12175,-0.07739,-0.02088,0.08714,0.20619,0.30995,0.42267,0.55824,0.7021,0.85194,0.96612,0.99798,0.90011,0.66075,0.66201,-0.4997,-0.80821,-0.93219,-0.88494,-0.8063,-0.76621,-0.77331,-0.7185,-0.70906,-0.69676,-0.6725,-0.66667,-0.62669,-0.57248,-0.48301,-0.38631,-0.25904,-0.15039,-0.0423,0.06481,0.21113,0.18275,240.0,53.0,0.04,0.04
290,-5.141,0.234,3856.46,82.19,219.19,0.18158,0.1134,0.06918,0.01976,-0.03311,-0.08738,-0.14547,-0.20044,-0.25355,-0.30317,-0.348,-0.39379,-0.424,-0.44091,-0.45321,-0.46273,-0.44951,-0.42412,-0.38057,-0.34626,-0.29774,-0.24386,-0.18648,-0.12335,-0.05298,0.0229,0.09729,0.15872,0.22849,0.33963,0.45606,0.5624,0.67157,0.79167,0.90245,0.98524,0.99206,0.87585,0.55597,0.07,0.07096,-1.43434,-1.63442,-1.61258,-1.39308,-1.23177,-1.12148,-1.07978,-0.97818,-0.93418,-0.89422,-0.84383,-0.81516,-0.75378,-0.67833,-0.56844,-0.45455,-0.31027,-0.18809,-0.07016,0.03903,0.1834,0.18145,240.0,53.0,0.04,0.04
291,-7.201,0.234,3851.6,82.15,220.85,0.16483,0.11104,0.07701,0.03533,-0.01068,-0.05706,-0.10729,-0.15413,-0.19846,-0.23894,-0.27423,-0.31018,-0.33012,-0.33646,-0.33892,-0.33807,-0.31521,-0.28165,-0.23083,-0.18883,-0.13412,-0.07414,-0.01497,0.058,0.13133,0.20939,0.29063,0.35961,0.43698,0.54527,0.65275,0.75215,0.84548,0.93425,0.99182,0.98743,0.86558,0.55523,-0.01024,-0.77761,-0.77721,-2.55591,-2.57967,-2.37345,-1.94833,-1.68622,-1.48887,-1.39112,-1.23907,-1.15655,-1.08615,-1.00728,-0.95339,-0.86903,-0.77057,-0.63951,-0.50774,-0.34665,-0.21195,-0.08831,0.01543,0.14433,0.16563,240.0,53.0,0.04,0.04
292,-9.242,0.234,3861.48,82.27,219.22,0.11208,0.09296,0.07309,0.04091,0.00249,-0.03532,-0.07789,-0.11741,-0.15428,-0.1863,-0.21598,-0.24397,-0.25495,-0.25764,-0.2539,-0.23961,-0.21155,-0.1683,-0.11571,-0.06379,-0.00506,0.06453,0.12693,0.20161,0.27841,0.36362,0.44685,0.51854,0.59764,0.69865,0.79285,0.87713,0.94645,0.99337,0.98997,0.88504,0.61663,0.09573,-0.71702,-1.77911,-1.77925,-3.755,-3.55926,-3.08292,-2.50435,-2.12332,-1.83583,-1.67889,-1.47638,-1.35369,-1.25167,-1.14376,-1.06288,-0.95442,-0.8314,-0.67787,-0.52703,-0.35008,-0.2069,-0.09162,-0.01525,0.07862,0.11239,240.0,53.0,0.04,0.04
293,-11.277,0.235,3880.93,82.49,220.76,0.02059,0.05819,0.05591,0.03484,0.00515,-0.02544,-0.06363,-0.09801,-0.12645,-0.15184,-0.17218,-0.18784,-0.19006,-0.18512,-0.17289,-0.15189,-0.11656,-0.06793,-0.01041,0.04632,0.1079,0.18134,0.24665,0.3236,0.40054,0.48439,0.56588,0.63672,0.71358,0.80411,0.88311,0.94803,0.99021,0.9953,0.93192,0.72546,0.32144,-0.39107,-1.41693,-2.73168,-2.73213,-4.80807,-4.40326,-3.61125,-2.94038,-2.45231,-2.08605,-1.87381,-1.62767,-1.4676,-1.33541,-1.19966,-1.09057,-0.95685,-0.80642,-0.62824,-0.45886,-0.28379,-0.1713,-0.10869,-0.0748,-0.02574,-0.00377,240.0,53.0,0.04,0.04
294,-13.273,0.236,3919.36,82.91,219.15,-0.0934,0.00924,0.02781,0.02254,0.00324,-0.04174,-0.06585,-0.08837,-0.10729,-0.1245,-0.1361,-0.14457,-0.13968,-0.12763,-0.10863,-0.08163,-0.04076,0.012,0.07343,0.13345,0.19695,0.27222,0.3387,0.41637,0.49172,0.57299,0.65109,0.71934,0.79141,0.87098,0.93531,0.982,0.99915,0.96989,0.85468,0.5671,0.05979,-0.79451,-1.96466,-3.45,-3.45045,-5.52009,-4.91743,-3.93875,-3.15861,-2.59744,-2.17591,-1.91573,-1.63699,-1.44259,-1.27861,-1.11181,-0.96242,-0.79172,-0.60478,-0.43654,-0.33257,-0.27233,-0.25381,-0.24009,-0.22578,-0.1715,-0.15262,240.0,53.0,0.04,0.04
295,-13.772,0.236,3916.33,82.88,270.0,-0.09668,0.0095,0.02932,0.0255,0.00191,-0.03885,-0.06103,-0.0834,-0.10149,-0.11767,-0.12829,-0.13549,-0.12937,-0.11595,-0.09581,-0.06765,-0.02574,0.02787,0.09003,0.15068,0.21469,0.29036,0.35711,0.43498,0.50999,0.59086,0.66826,0.73579,0.80676,0.8837,0.94472,0.98692,0.9983,0.96025,0.83204,0.52383,-0.01006,-0.90238,-2.10998,-3.64205,-3.64256,-5.72461,-5.04824,-4.0434,-3.23309,-2.65455,-2.22029,-1.9488,-1.66317,-1.46261,-1.29441,-1.12527,-0.97471,-0.80645,-0.62596,-0.45763,-0.346,-0.27893,-0.25692,-0.24376,-0.23005,-0.17781,-0.16137,240.0,53.0,0.04,0.04
296,-14.103,0.24,4056.61,84.43,270.0,-0.29224,-0.10738,-0.06824,-0.06427,-0.07892,-0.1016,-0.12779,-0.15006,-0.1692,-0.18691,-0.20173,-0.21258,-0.21039,-0.19959,-0.1841,-0.15974,-0.12257,-0.07291,-0.01554,0.04006,0.10016,0.17069,0.23247,0.30487,0.37709,0.45587,0.53155,0.59579,0.66633,0.7533,0.83275,0.90279,0.95852,0.99449,0.98886,0.9025,0.68997,0.28893,-0.31101,-1.06222,-1.06144,-2.20053,-1.82783,-1.18834,-0.87981,-0.7652,-0.72466,-0.68826,-0.65799,-0.63176,-0.60293,-0.57789,-0.55661,-0.54139,-0.53111,-0.52526,-0.52424,-0.51876,-0.52794,-0.52131,-0.49689,-0.38454,-0.31093,240.0,53.0,0.04,0.04
297,-15.064,0.24,4063.19,84.51,270.0,-0.3053,-0.09186,-0.04252,-0.03241,-0.0495,-0.06838,-0.08652,-0.10614,-0.12152,-0.13592,-0.14598,-0.1527,-0.14831,-0.13603,-0.11941,-0.09449,-0.05773,-0.00929,0.04638,0.10016,0.15729,0.22486,0.28346,0.35185,0.41983,0.49398,0.56479,0.62502,0.69045,0.77116,0.84481,0.90908,0.9616,0.99585,0.9926,0.91774,0.73119,0.38115,-0.14153,-0.79157,-0.79082,-1.63173,-1.2287,-0.6831,-0.53335,-0.49159,-0.47662,-0.45879,-0.4465,-0.43929,-0.4329,-0.43008,-0.42832,-0.42903,-0.43189,-0.43636,-0.44324,-0.44765,-0.46543,-0.46898,-0.45782,-0.37796,-0.28171,240.0,53.0,0.04,0.04
298,0.001,0.23,3720.99,80.21,219.2,0.17102,0.10105,0.04188,-0.02218,-0.09007,-0.16261,-0.24013,-0.31567,-0.39253,-0.46398,-0.53489,-0.60774,-0.66773,-0.71331,-0.75452,-0.79308,-0.80706,-0.8067,-0.78979,-0.78134,-0.75422,-0.7275,-0.69227,-0.65684,-0.60708,-0.55227,-0.49562,-0.47739,-0.4502,-0.36513,-0.25558,-0.17366,-0.08268,0.0415,0.18944,0.3832,0.59927,0.8141,0.9704,0.99809,0.99949,0.47312,0.13012,-0.10592,-0.20109,-0.24826,-0.30112,-0.35355,-0.35664,-0.3897,-0.41297,-0.42243,-0.4452,-0.43384,-0.40774,-0.3471,-0.27484,-0.17222,-0.0838,0.00768,0.10465,0.24031,0.17057,0.0,0.0,0.0,0.0
299,-2.066,0.23,3715.06,80.28,220.85,0.18176,0.10756,0.05276,-0.0063,-0.06874,-0.13415,-0.20395,-0.27109,-0.33844,-0.4,-0.46086,-0.52149,-0.56947,-0.60267,-0.63139,-0.65737,-0.65911,-0.64762,-0.61956,-0.59921,-0.56211,-0.52263,-0.47759,-0.4286,-0.36922,-0.30303,-0.23584,-0.19718,-0.15156,-0.04842,0.06985,0.16885,0.27734,0.41345,0.56503,0.73604,0.89223,0.99023,0.97883,0.84127,0.84246,-0.13187,-0.46609,-0.63867,-0.64695,-0.61896,-0.60505,-0.63092,-0.59651,-0.60231,-0.60253,-0.58954,-0.59363,-0.56362,-0.51854,-0.43917,-0.35095,-0.23146,-0.1297,-0.02671,0.07721,0.22215,0.18093,0.0,0.0,0.0,0.0
300,-4.116,0.232,3779.37,81.12,219.15,0.18419,0.11236,0.06398,0.011,-0.04533,-0.1034,-0.16543,-0.22445,-0.28274,-0.33543,-0.38573,-0.43546,-0.47232,-0.49433,-0.51198,-0.52651,-0.51754,-0.49631,-0.45879,-0.4284,-0.38334,-0.33316,-0.28037,-0.22161,-0.15424,-0.08067,-0.00779,0.0455,0.11011,0.21981,0.33885,0.44595,0.55741,0.68697,0.81735,0.93676,0.99843,0.96366,0.75741,0.39783,0.39889,-0.94386,-1.20446,-1.26182,-1.14794,-1.01208,-0.93971,-0.92369,-0.84586,-0.82018,-0.79496,-0.75742,-0.7407,-0.69044,-0.6253,-0.52651,-0.42176,-0.28562,-0.17054,-0.05716,0.05113,0.19839,0.18392,0.0,0.0,0.0,0.0
301,-5.138,0.232,3794.16,81.34,220.84,0.18246,0.11396,0.06967,0.02015,-0.03288,-0.08709,-0.14515,-0.20005,-0.25372,-0.3018,-0.34703,-0.39145,-0.42294,-0.43954,-0.45185,-0.46083,-0.44702,-0.42129,-0.37944,-0.34442,-0.29584,-0.24108,-0.18491,-0.12154,-0.05137,0.0251,0.09925,0.15975,0.23036,0.34093,0.45781,0.56503,0.67275,0.79238,0.90329,0.98551,0.99175,0.87552,0.55421,0.06582,0.06681,-1.43937,-1.63637,-1.61446,-1.40028,-1.23009,-1.1213,-1.07902,-0.97723,-0.93367,-0.89414,-0.84313,-0.8146,-0.75342,-0.67732,-0.5682,-0.45477,-0.31009,-0.18827,-0.07018,0.03857,0.18397,0.18211,0.0,0.0,0.0,0.0
302,-6.173,0.233,3829.65,81.84,219.14,0.17687,0.11377,0.07423,0.0284,-0.02125,-0.07162,-0.1257,-0.1765,-0.22572,-0.26909,-0.30977,-0.34913,-0.37514,-0.38668,-0.39439,-0.39759,-0.37915,-0.34908,-0.30321,-0.2647,-0.21229,-0.15393,-0.09507,-0.02672,0.04505,0.12289,0.19942,0.26452,0.33975,0.44961,0.56266,0.66771,0.76878,0.8746,0.96108,1.0,0.94725,0.73822,0.29572,-0.32804,-0.32732,-1.97904,-2.0958,-1.98225,-1.67258,-1.4555,-1.30482,-1.23525,-1.10866,-1.04628,-0.99182,-0.9269,-0.88622,-0.81357,-0.72627,-0.6067,-0.48441,-0.33125,-0.20309,-0.0814,0.0262,0.16656,0.1768,0.0,0.0,0.0,0.0
303,-7.193,0.233,3825.37,81.83,220.81,0.16583,0.11159,0.07734,0.03548,-0.01069,-0.05711,-0.10734,-0.1542,-0.19904,-0.238,-0.27395,-0.30857,-0.32983,-0.33589,-0.33866,-0.33727,-0.31398,-0.28001,-0.23072,-0.18813,-0.13324,-0.0719,-0.01401,0.05562,0.12908,0.21013,0.29098,0.35922,0.43743,0.54512,0.65312,0.75282,0.84554,0.93404,0.99214,0.98767,0.86614,0.55668,-0.00992,-0.77653,-0.77576,-2.55366,-2.57527,-2.3662,-1.94335,-1.68187,-1.48691,-1.38866,-1.23686,-1.15504,-1.08521,-1.00594,-0.95245,-0.86828,-0.76939,-0.63923,-0.508,-0.34665,-0.21241,-0.0886,0.01485,0.14511,0.16648,0.0,0.0,0.0,0.0
304,-8.222,0.234,3848.77,82.11,219.22,0.14616,0.10564,0.07764,0.04005,-0.00276,-0.04506,-0.09159,-0.13439,-0.17496,-0.20956,-0.24116,-0.27182,-0.28853,-0.29121,-0.29069,-0.28459,-0.25964,-0.22246,-0.17408,-0.12545,-0.0694,-0.00248,0.05635,0.12987,0.20536,0.29075,0.37317,0.44334,0.52313,0.62769,0.72945,0.82237,0.90412,0.97274,0.99999,0.94816,0.75451,0.34057,-0.35095,-1.26314,-1.26239,-3.14933,-3.06495,-2.76882,-2.22519,-1.90484,-1.6647,-1.53706,-1.35992,-1.25814,-1.17265,-1.07893,-1.01221,-0.91623,-0.8054,-0.66435,-0.52387,-0.35449,-0.21489,-0.092,0.00195,0.11784,0.14709,0.0,0.0,0.0,0.0
305,-9.246,0.234,3844.97,82.09,220.78,0.11355,0.09631,0.07681,0.04449,0.00504,-0.03174,-0.07345,-0.12282,-0.16401,-0.19324,-0.22026,-0.2428,-0.25524,-0.25692,-0.25311,-0.23903,-0.21057,-0.16732,-0.11612,-0.06353,-0.00518,0.06556,0.12683,0.20171,0.27813,0.36445,0.44729,0.51832,0.59839,0.6987,0.79354,0.87791,0.94681,0.9935,0.99045,0.88547,0.617,0.09635,-0.71994,-1.78018,-1.77942,-3.75623,-3.55774,-3.10326,-2.50381,-2.12028,-1.8348,-1.67703,-1.4748,-1.35269,-1.25124,-1.14284,-1.06238,-0.9542,-0.83061,-0.67799,-0.52772,-0.35048,-0.20772,-0.09222,-0.01589,0.08013,0.11353,0.0,0.0,0.0,0.0
306,-10.268,0.234,3865.56,82.34,219.2,0.06619,0.07718,0.06697,0.04084,0.00601,-0.02184,-0.05934,-0.12515,-0.15057,-0.17535,-0.19793,-0.2156,-0.22386,-0.2228,-0.21449,-0.19583,-0.16375,-0.11734,-0.06337,-0.00811,0.05169,0.12493,0.18795,0.26451,0.34133,0.4272,0.50962,0.5807,0.66028,0.75593,0.84334,0.91848,0.97428,0.99914,0.96651,0.80945,0.47004,-0.15172,-1.08325,-2.28108,-2.28013,-4.32602,-4.01945,-3.3516,-2.75373,-2.31187,-1.98386,-1.79756,-1.57185,-1.4303,-1.31331,-1.19066,-1.09623,-0.97536,-0.83834,-0.67306,-0.51189,-0.32857,-0.18993,-0.09602,-0.04233,0.02958,0.06212,0.0,0.0,0.0,0.0
307,-11.275,0.235,3874.43,82.47,220.75,0.01575,0.05466,0.05328,0.03304,0.00306,-0.01754,-0.07666,-0.11334,-0.13737,-0.15952,-0.1786,-0.19301,-0.19648,-0.19116,-0.17884,-0.15716,-0.12108,-0.07172,-0.01515,0.04256,0.10435,0.17918,0.24371,0.32142,0.3985,0.48358,0.56513,0.63581,0.71393,0.80428,0.88398,0.94949,0.99098,0.99514,0.93093,0.72192,0.3134,-0.40614,-1.44627,-2.76586,-2.76487,-4.86561,-4.45633,-3.62949,-2.97412,-2.47761,-2.10938,-1.89438,-1.64637,-1.48529,-1.3526,-1.21533,-1.10574,-0.97128,-0.81929,-0.64105,-0.47127,-0.29468,-0.18127,-0.11698,-0.0825,-0.03143,-0.00847,0.0,0.0,0.0,0.0
308,-12.282,0.235,3871.21,82.45,220.15,-0.0338,0.03137,0.03823,0.02374,-0.00079,-0.02976,-0.08213,-0.10644,-0.12909,-0.14851,-0.16421,-0.17516,-0.17503,-0.16588,-0.15004,-0.12499,-0.08582,-0.03401,0.02498,0.0849,0.14828,0.22466,0.29028,0.36913,0.44593,0.53041,0.61082,0.68073,0.75718,0.84234,0.91471,0.97027,0.9983,0.98313,0.88874,0.63107,0.15835,-0.65119,-1.78981,-3.22547,-3.22432,-5.36241,-4.81504,-3.9084,-3.16693,-2.62151,-2.21702,-1.97476,-1.70645,-1.5268,-1.37898,-1.22777,-1.10273,-0.9546,-0.78674,-0.59683,-0.42709,-0.27866,-0.20477,-0.16595,-0.14524,-0.09586,-0.07601,0.0,0.0,0.0,0.0
309,-13.277,0.234,3862.82,82.41,220.84,-0.11044,-0.00713,0.01108,0.00497,-0.01521,-0.06159,-0.08675,-0.10988,-0.12988,-0.14606,-0.15849,-0.16593,-0.16238,-0.14984,-0.13059,-0.10249,-0.06047,-0.00623,0.05502,0.11695,0.1818,0.25936,0.32593,0.40551,0.48211,0.56584,0.64508,0.71407,0.78854,0.86905,0.93496,0.98236,0.99935,0.96854,0.85058,0.55565,0.03538,-0.84024,-2.04469,-3.56053,-3.55915,-5.69457,-5.04478,-4.05782,-3.26206,-2.68405,-2.25364,-1.98691,-1.7022,-1.50439,-1.33846,-1.16923,-1.01935,-0.84796,-0.65894,-0.48425,-0.36898,-0.29698,-0.2729,-0.25703,-0.24334,-0.18858,-0.16725,0.0,0.0,0.0,0.0
310,-13.78,0.235,3872.68,82.54,170.0,-0.14393,-0.02529,-0.00198,-0.00418,-0.02962,-0.06904,-0.09116,-0.1138,-0.1325,-0.14735,-0.15833,-0.16446,-0.15937,-0.14526,-0.12462,-0.09531,-0.05187,0.00339,0.0657,0.12848,0.19406,0.2722,0.33924,0.41928,0.49586,0.57929,0.65819,0.72665,0.80038,0.87901,0.94242,0.98636,0.99893,0.96153,0.83389,0.52395,-0.01565,-0.91834,-2.14801,-3.69489,-3.69353,-5.83771,-5.12185,-4.11685,-3.29691,-2.70683,-2.26599,-1.98861,-1.69709,-1.49134,-1.31735,-1.14028,-0.97988,-0.80179,-0.61862,-0.46567,-0.36979,-0.31125,-0.29484,-0.28395,-0.27307,-0.22265,-0.19582,0.0,0.0,0.0,0.0
311,-4.117,0.236,3915.48,82.98,219.17,0.1841,0.11231,0.06399,0.01101,-0.04529,-0.10329,-0.16532,-0.22432,-0.28254,-0.33529,-0.38551,-0.43532,-0.47203,-0.49406,-0.51159,-0.52606,-0.51725,-0.49587,-0.45809,-0.42781,-0.38268,-0.33225,-0.27939,-0.22046,-0.15301,-0.07932,-0.00634,0.0471,0.11196,0.22178,0.34073,0.44859,0.55951,0.68886,0.8191,0.93783,0.9986,0.96268,0.75458,0.39362,0.39548,-0.95073,-1.21168,-1.26854,-1.15385,-1.0169,-0.94413,-0.92783,-0.84954,-0.82346,-0.79807,-0.76007,-0.74324,-0.69262,-0.62722,-0.5281,-0.42317,-0.28662,-0.17141,-0.05782,0.05053,0.19802,0.18384,0.0,0.0,0.0,0.0
312,-4.117,0.236,3916.98,83.0,220.82,0.18427,0.1125,0.06416,0.01117,-0.04512,-0.1031,-0.16515,-0.22415,-0.28241,-0.33507,-0.38528,-0.43514,-0.47186,-0.49383,-0.51143,-0.52587,-0.51702,-0.49573,-0.45793,-0.42758,-0.38241,-0.33202,-0.27913,-0.22018,-0.15281,-0.07909,-0.00609,0.04735,0.11226,0.2221,0.341,0.44886,0.55978,0.68919,0.81936,0.93803,0.99869,0.96261,0.75448,0.39337,0.39503,-0.95136,-1.21225,-1.26903,-1.15425,-1.01722,-0.94436,-0.92798,-0.84964,-0.82357,-0.79809,-0.76007,-0.74328,-0.69257,-0.62714,-0.52797,-0.4231,-0.28654,-0.17131,-0.05772,0.05074,0.19816,0.184,0.0,0.0,0.0,0.0
313,-3.087,0.236,3915.21,82.99,219.2,0.18388,0.10998,0.05812,0.00187,-0.05762,-0.11947,-0.18553,-0.24872,-0.31164,-0.36852,-0.42446,-0.47976,-0.52215,-0.54974,-0.57307,-0.59326,-0.58956,-0.57314,-0.54014,-0.51467,-0.47347,-0.42831,-0.37912,-0.32468,-0.2613,-0.19071,-0.11937,-0.07551,-0.01829,0.08926,0.20889,0.31363,0.4252,0.56021,0.70449,0.85347,0.96689,0.99853,0.8993,0.65737,0.65896,-0.50565,-0.81264,-0.93638,-0.88848,-0.80825,-0.7687,-0.77508,-0.71991,-0.71067,-0.69874,-0.67371,-0.66805,-0.62784,-0.57295,-0.4839,-0.38764,-0.25963,-0.15131,-0.04294,0.0638,0.21134,0.18332,0.0,0.0,0.0,0.0
314,-1.029,0.236,3915.72,83.01,220.81,0.17712,0.1044,0.04692,-0.01494,-0.08024,-0.14933,-0.2231,-0.29453,-0.36678,-0.43328,-0.49968,-0.56609,-0.62,-0.65945,-0.69448,-0.72662,-0.73439,-0.72833,-0.70562,-0.69117,-0.65861,-0.62544,-0.58495,-0.5422,-0.48681,-0.42641,-0.36326,-0.33434,-0.29884,-0.2017,-0.08683,0.00502,0.1064,0.23899,0.39246,0.5786,0.7696,0.93199,0.99991,0.95747,0.95893,0.19978,-0.14757,-0.35814,-0.41564,-0.42989,-0.44483,-0.4905,-0.476,-0.49607,-0.50816,-0.50641,-0.52047,-0.4996,-0.4642,-0.39406,-0.31407,-0.20272,-0.10765,-0.01025,0.09043,0.23149,0.17664,0.0,0.0,0.0,0.0
315,-0.006,0.236,3910.92,82.97,219.2,0.17061,0.10075,0.04144,-0.02267,-0.09063,-0.16322,-0.24092,-0.31657,-0.3936,-0.4653,-0.53643,-0.60937,-0.66946,-0.71525,-0.75672,-0.7954,-0.80934,-0.80916,-0.79231,-0.78406,-0.75704,-0.73026,-0.69497,-0.65961,-0.60979,-0.55485,-0.49814,-0.47983,-0.45282,-0.36732,-0.25777,-0.17558,-0.08451,0.03967,0.188,0.38164,0.59804,0.81306,0.96987,0.99791,0.99927,0.47594,0.13297,-0.10355,-0.19959,-0.24717,-0.30237,-0.35358,-0.3569,-0.39013,-0.41351,-0.42285,-0.44588,-0.43425,-0.40826,-0.34739,-0.27539,-0.17258,-0.0842,0.00726,0.10423,0.24017,0.17022,0.0,0.0,0.0,0.0
316,4.122,0.235,3899.96,82.88,220.77,0.11533,0.07227,0.02032,-0.04145,-0.11185,-0.19368,-0.28409,-0.37556,-0.47198,-0.5642,-0.65775,-0.75412,-0.8404,-0.91376,-0.98284,-1.04891,-1.09072,-1.11666,-1.12732,-1.14679,-1.14462,-1.14923,-1.14096,-1.14019,-1.11707,-1.09358,-1.07093,-1.10292,-1.13588,-1.08902,-1.01645,-1.02473,-1.00329,-0.95552,-0.88792,-0.73998,-0.5215,-0.21776,0.2372,0.48259,0.48371,0.99492,0.84821,0.63585,0.46212,0.33621,0.21732,0.11708,0.0591,-0.0124,-0.07048,-0.11529,-0.16821,-0.18885,-0.19512,-0.16807,-0.1259,-0.05537,0.00713,0.07453,0.1537,0.25769,0.113,0.0,0.0,0.0,0.0
