,   Alpha,       M,       Q,       V,  Z_w.r., Cpu_001, Cpu_002, Cpu_003, Cpu_004, Cpu_005, Cpu_006, Cpu_007, Cpu_008, Cpu_009, Cpu_010, Cpu_011, Cpu_012, Cpu_013, Cpu_014, Cpu_015, Cpu_016, Cpu_017, Cpu_018, Cpu_019, Cpu_020, Cpu_021, Cpu_022, Cpu_023, Cpu_024, Cpu_025, Cpu_026, Cpu_027, Cpu_028, Cpu_029, Cpu_030, Cpu_031, Cpu_032, Cpu_033, Cpu_034, Cpu_035, Cpu_036, Cpu_037, Cpu_038, Cpu_039, Cpu_040, Cpl_001, Cpl_002, Cpl_003, Cpl_004, Cpl_005, Cpl_006, Cpl_007, Cpl_008, Cpl_009, Cpl_010, Cpl_011, Cpl_012, Cpl_013, Cpl_014, Cpl_015, Cpl_016, Cpl_017, Cpl_018, Cpl_019, Cpl_020, Cpl_021, Cpl_022, Cpl_023,Grade,Grit Size,Lower Coverage,Upper Coverage
587,5.134,0.158,1737.66,55.48,219.15,0.09119,0.05671,0.01281,-0.04249,-0.10882,-0.19018,-0.28072,-0.37549,-0.47416,-0.57203,-0.66958,-0.76734,-0.85954,-0.93824,-1.01143,-1.08324,-1.13258,-1.16356,-1.17979,-1.20538,-1.21379,-1.22272,-1.22198,-1.2287,-1.21369,-1.18938,-1.17551,-1.19963,-1.35255,-1.30423,-1.24926,-1.22322,-1.21012,-1.20392,-1.17932,-1.0675,-0.87907,-0.58384,-0.084,0.19767,0.19779,0.99737,0.93033,0.74771,0.57615,0.43131,0.29265,0.21807,0.14302,0.06545,0.00224,-0.05197,-0.10548,-0.13476,-0.14834,-0.12861,-0.09295,-0.03119,0.02632,0.08782,0.16157,0.25453,0.08421,240.0,53.0,0.08,0.08
588,3.075,0.158,1741.44,55.53,220.77,0.13927,0.08545,0.02789,-0.03844,-0.11021,-0.19136,-0.2776,-0.36508,-0.45396,-0.54125,-0.62714,-0.71345,-0.79228,-0.85718,-0.91625,-0.97442,-1.00934,-1.02669,-1.02822,-1.03933,-1.03467,-1.02606,-1.01145,-0.99833,-0.9672,-0.92597,-0.88603,-0.87885,-1.00368,-0.92877,-0.85814,-0.78614,-0.72677,-0.66027,-0.57233,-0.40649,-0.17827,0.12222,0.50747,0.71782,0.71854,0.95038,0.72645,0.48794,0.32176,0.19146,0.069,0.0193,-0.03527,-0.10037,-0.14959,-0.18938,-0.23058,-0.24617,-0.24553,-0.21062,-0.16138,-0.08454,-0.01498,0.05862,0.14133,0.25331,0.13775,240.0,53.0,0.08,0.08
589,-2.053,0.158,1732.33,55.37,219.23,0.17629,0.10548,0.05151,-0.00704,-0.06801,-0.13343,-0.20137,-0.26882,-0.33407,-0.39691,-0.45603,-0.51412,-0.56274,-0.59614,-0.62528,-0.65008,-0.65392,-0.6415,-0.61377,-0.59447,-0.56072,-0.5185,-0.47557,-0.42725,-0.36894,-0.29645,-0.23296,-0.17376,-0.19038,-0.07774,0.03847,0.16138,0.27865,0.41323,0.56161,0.73306,0.89054,0.98827,0.97891,0.84225,0.8428,-0.13734,-0.45994,-0.63099,-0.62529,-0.63011,-0.66214,-0.6087,-0.5852,-0.59646,-0.5947,-0.58621,-0.58637,-0.55983,-0.51619,-0.43843,-0.35074,-0.23306,-0.13113,-0.02853,0.07502,0.22072,0.17562,240.0,53.0,0.08,0.08
590,-4.124,0.158,1732.48,55.37,220.85,0.17926,0.11056,0.06285,0.01045,-0.04455,-0.10259,-0.16279,-0.22211,-0.27834,-0.33175,-0.38068,-0.42796,-0.46569,-0.48938,-0.50585,-0.51925,-0.51249,-0.49197,-0.45481,-0.4239,-0.38135,-0.32936,-0.27976,-0.21963,-0.15438,-0.07544,-0.00171,0.06697,0.08057,0.19975,0.31888,0.44175,0.56068,0.68943,0.81779,0.93671,0.99852,0.96039,0.74938,0.38914,0.38892,-0.96003,-1.19236,-1.24653,-1.10215,-1.02658,-1.00604,-0.90378,-0.83391,-0.81533,-0.78643,-0.75284,-0.73128,-0.68494,-0.62129,-0.52412,-0.42063,-0.2862,-0.17108,-0.05856,0.04957,0.19517,0.17955,240.0,53.0,0.08,0.08
591,-6.165,0.158,1730.36,55.33,219.22,0.17001,0.11037,0.07131,0.02606,-0.02219,-0.07268,-0.12505,-0.17636,-0.22357,-0.26805,-0.30738,-0.3458,-0.37202,-0.38522,-0.39192,-0.39445,-0.37832,-0.34905,-0.30396,-0.26417,-0.21523,-0.1561,-0.09872,-0.03115,0.03891,0.12357,0.20187,0.27678,0.31372,0.4316,0.54617,0.66132,0.76876,0.87438,0.95957,0.9988,0.94626,0.73325,0.28516,-0.33106,-0.33271,-1.96419,-2.03662,-1.93203,-1.62426,-1.4659,-1.36921,-1.20585,-1.08705,-1.03449,-0.97649,-0.91602,-0.87006,-0.80227,-0.71704,-0.59986,-0.47923,-0.32878,-0.20111,-0.08132,0.02411,0.15884,0.17063,240.0,53.0,0.08,0.08
592,-8.22,0.158,1727.66,55.29,220.77,0.1341,0.09866,0.07181,0.03533,-0.00539,-0.04796,-0.09228,-0.13566,-0.17407,-0.20996,-0.24004,-0.26925,-0.28563,-0.28961,-0.28665,-0.28152,-0.25534,-0.21825,-0.16664,-0.11981,-0.06474,0.00094,0.06215,0.13468,0.20817,0.29471,0.37595,0.45364,0.50524,0.61704,0.72075,0.81966,0.9057,0.97357,0.99885,0.94475,0.74674,0.32534,-0.37995,-1.27781,-1.28001,-3.11048,-2.97614,-2.65627,-2.17066,-1.90714,-1.72988,-1.50222,-1.33357,-1.24268,-1.15349,-1.06478,-0.99276,-0.90166,-0.79273,-0.65404,-0.51501,-0.34839,-0.21018,-0.09189,-0.00342,0.10322,0.13431,240.0,53.0,0.08,0.08
593,-10.254,0.158,1724.62,55.24,219.24,0.04214,0.05656,0.04736,0.02226,-0.00976,-0.0438,-0.08034,-0.11597,-0.1464,-0.17412,-0.19627,-0.21682,-0.22471,-0.22018,-0.20904,-0.19599,-0.16252,-0.11886,-0.06151,-0.00901,0.04955,0.11919,0.18253,0.2605,0.33567,0.42145,0.50354,0.58113,0.63992,0.74287,0.83329,0.91311,0.97328,0.99948,0.96723,0.81152,0.47237,-0.14919,-1.08309,-2.235,-2.23807,-4.1714,-3.82157,-3.25144,-2.63326,-2.26851,-2.0173,-1.73308,-1.51904,-1.39081,-1.27166,-1.15493,-1.05504,-0.93843,-0.80212,-0.63716,-0.47541,-0.29826,-0.17485,-0.10292,-0.06431,-0.0061,0.02162,240.0,53.0,0.08,0.08
594,-12.261,0.157,1718.09,55.14,260.0,-0.07125,0.00176,0.01028,-0.00375,-0.02777,-0.05389,-0.08339,-0.11224,-0.13677,-0.1564,-0.17109,-0.18445,-0.18487,-0.17237,-0.15416,-0.13523,-0.09763,-0.04779,0.01313,0.07111,0.13062,0.20659,0.27411,0.35375,0.43032,0.51411,0.59583,0.67173,0.73289,0.82576,0.90258,0.96318,0.99784,0.98731,0.89896,0.65149,0.19042,-0.60077,-1.71433,-3.06969,-3.07326,-5.01466,-4.48606,-3.66409,-2.94913,-2.49955,-2.18527,-1.85568,-1.60381,-1.43739,-1.28725,-1.13936,-1.0021,-0.84911,-0.67664,-0.507,-0.38448,-0.29818,-0.26454,-0.24364,-0.22508,-0.16191,-0.1313,240.0,53.0,0.08,0.08
595,-13.2,0.157,1706.52,54.96,260.0,-0.24646,-0.10465,-0.07544,-0.07761,-0.09416,-0.11377,-0.13893,-0.1637,-0.1835,-0.20115,-0.21319,-0.2238,-0.22228,-0.20731,-0.18721,-0.1657,-0.12524,-0.07383,-0.01077,0.04833,0.11022,0.18676,0.25425,0.33526,0.41113,0.49634,0.57861,0.65444,0.71449,0.80849,0.88698,0.95028,0.99047,0.98943,0.91815,0.70419,0.29059,-0.41888,-1.42322,-2.62926,-2.6323,-4.49912,-3.97885,-3.21715,-2.5323,-2.10369,-1.80231,-1.48997,-1.25836,-1.09233,-0.94021,-0.80273,-0.68017,-0.58104,-0.50655,-0.46348,-0.44748,-0.43687,-0.44114,-0.43572,-0.41981,-0.34428,-0.28068,240.0,53.0,0.08,0.08
596,-11.263,0.157,1722.41,55.2,260.0,0.00331,0.03942,0.03709,0.01642,-0.0123,-0.0429,-0.0762,-0.1086,-0.13571,-0.15998,-0.17825,-0.19519,-0.19896,-0.1903,-0.17521,-0.1586,-0.12244,-0.07596,-0.01649,0.03782,0.09656,0.16934,0.23466,0.31394,0.38949,0.47427,0.55659,0.63349,0.69396,0.79165,0.87473,0.94448,0.99061,0.99667,0.93385,0.72723,0.31969,-0.3975,-1.43433,-2.70496,-2.70808,-4.66051,-4.20834,-3.49537,-2.83001,-2.41775,-2.13197,-1.8222,-1.58762,-1.44073,-1.30723,-1.17725,-1.06337,-0.9346,-0.78541,-0.61066,-0.44628,-0.28666,-0.19519,-0.14688,-0.12084,-0.06492,-0.03841,240.0,53.0,0.08,0.08
597,-9.238,0.158,1726.8,55.26,220.8,0.09541,0.08218,0.0637,0.0327,-0.00374,-0.04208,-0.0825,-0.12182,-0.15603,-0.18778,-0.21363,-0.23801,-0.25026,-0.24973,-0.24265,-0.23324,-0.20336,-0.16274,-0.10796,-0.05791,-0.00099,0.06715,0.12936,0.20454,0.27923,0.36563,0.44744,0.52509,0.58124,0.68881,0.78575,0.87467,0.94787,0.99401,0.98938,0.88266,0.60938,0.08144,-0.74731,-1.78255,-1.78483,-3.68137,-3.43355,-2.99536,-2.42607,-2.10808,-1.89227,-1.63369,-1.44069,-1.3305,-1.2258,-1.12303,-1.03698,-0.93358,-0.81182,-0.66135,-0.51165,-0.33749,-0.19804,-0.09224,-0.0252,0.05748,0.09281,240.0,53.0,0.08,0.08
598,-7.191,0.158,1730.58,55.31,219.14,0.15775,0.10715,0.07347,0.03222,-0.0125,-0.05928,-0.10763,-0.15507,-0.19783,-0.23795,-0.27281,-0.3065,-0.32797,-0.33659,-0.33839,-0.3365,-0.31584,-0.28259,-0.23406,-0.19101,-0.13884,-0.07627,-0.01676,0.05359,0.12529,0.2114,0.29166,0.36806,0.41293,0.52852,0.63866,0.74642,0.84477,0.9336,0.99102,0.98757,0.86583,0.55344,-0.01845,-0.77098,-0.77245,-2.5111,-2.48692,-2.28186,-1.89081,-1.6822,-1.54723,-1.35204,-1.20949,-1.13858,-1.06545,-0.99142,-0.93289,-0.85411,-0.75765,-0.63022,-0.50077,-0.34254,-0.20928,-0.08815,0.01193,0.13575,0.15842,240.0,53.0,0.08,0.08
599,-5.141,0.158,1733.15,55.35,220.8,0.17677,0.11137,0.06755,0.01852,-0.03324,-0.08763,-0.144,-0.1994,-0.25107,-0.29995,-0.34436,-0.38798,-0.41941,-0.43772,-0.44942,-0.45731,-0.44564,-0.42055,-0.37953,-0.34416,-0.29819,-0.24322,-0.18893,-0.12484,-0.05678,0.02508,0.10146,0.17369,0.19944,0.31902,0.43692,0.55649,0.67169,0.7912,0.90113,0.98462,0.99231,0.87497,0.55112,0.06811,0.06909,-1.42953,-1.59137,-1.57268,-1.34962,-1.23874,-1.18359,-1.05119,-0.95752,-0.92273,-0.87981,-0.83327,-0.79997,-0.74331,-0.66923,-0.56259,-0.45068,-0.30838,-0.18726,-0.07062,0.03712,0.17872,0.17702,240.0,53.0,0.08,0.08
600,-3.09,0.158,1735.03,55.38,219.14,0.17947,0.10895,0.05789,0.00237,-0.05573,-0.11734,-0.18136,-0.2446,-0.30506,-0.36288,-0.41681,-0.46901,-0.51232,-0.5399,-0.56317,-0.58185,-0.58009,-0.56257,-0.53141,-0.50537,-0.4669,-0.41932,-0.37218,-0.31822,-0.25628,-0.18095,-0.11011,-0.04601,-0.04552,0.07071,0.18966,0.31294,0.43326,0.56719,0.70841,0.85714,0.96942,0.99686,0.89256,0.64527,0.64583,-0.53447,-0.81921,-0.93695,-0.86476,-0.83108,-0.83324,-0.75501,-0.70953,-0.70696,-0.69164,-0.67142,-0.66123,-0.62483,-0.57112,-0.48355,-0.38777,-0.26108,-0.15268,-0.04454,0.06315,0.21151,0.17918,240.0,53.0,0.08,0.08
601,-1.032,0.158,1728.66,55.27,220.85,0.17187,0.10229,0.04617,-0.01501,-0.07884,-0.14781,-0.2196,-0.29113,-0.36078,-0.42858,-0.49304,-0.55643,-0.61111,-0.65056,-0.68566,-0.71592,-0.72596,-0.7189,-0.6966,-0.68175,-0.65422,-0.61801,-0.57983,-0.53602,-0.48333,-0.41514,-0.35184,-0.30289,-0.34071,-0.23391,-0.12187,-0.00288,0.10804,0.23852,0.38771,0.57445,0.76619,0.92938,1.0,0.95982,0.96044,0.1984,-0.14079,-0.35218,-0.40427,-0.44006,-0.49649,-0.46876,-0.4647,-0.48888,-0.49897,-0.50192,-0.51127,-0.49431,-0.46001,-0.39164,-0.31211,-0.20294,-0.10793,-0.01111,0.08866,0.22876,0.17119,240.0,53.0,0.08,0.08
602,1.029,0.158,1727.24,55.25,219.23,0.15911,0.09513,0.03627,-0.02883,-0.09752,-0.17305,-0.25217,-0.33167,-0.41059,-0.48808,-0.56278,-0.63748,-0.70391,-0.75556,-0.80278,-0.84597,-0.8677,-0.87228,-0.86077,-0.85835,-0.84158,-0.8179,-0.7905,-0.76109,-0.71751,-0.66152,-0.60595,-0.57797,-0.65455,-0.55684,-0.46738,-0.36529,-0.27468,-0.16596,-0.03391,0.15807,0.38733,0.64237,0.88081,0.97844,0.97907,0.68511,0.36521,0.11487,-0.01144,-0.10478,-0.19992,-0.21382,-0.2427,-0.28954,-0.32058,-0.34322,-0.36932,-0.36953,-0.35245,-0.30144,-0.23727,-0.14418,-0.06203,0.02315,0.11473,0.24215,0.15859,240.0,53.0,0.08,0.08
603,4.621,0.157,1723.7,55.19,220.8,0.11358,0.07147,0.02053,-0.04192,-0.11264,-0.19599,-0.28655,-0.37963,-0.47561,-0.57083,-0.66494,-0.76008,-0.84863,-0.92356,-0.99318,-1.06153,-1.10677,-1.13399,-1.14583,-1.16797,-1.17277,-1.1769,-1.1726,-1.17265,-1.15115,-1.12448,-1.09852,-1.10917,-1.27183,-1.21564,-1.15183,-1.1231,-1.09151,-1.07055,-1.02929,-0.90021,-0.69939,-0.39896,0.07605,0.34404,0.34379,1.0,0.89424,0.69476,0.52149,0.37857,0.24171,0.17337,0.10319,0.02829,-0.03201,-0.08297,-0.13354,-0.15969,-0.16968,-0.14636,-0.10748,-0.04194,0.01851,0.08296,0.15922,0.25772,0.11076,240.0,53.0,0.08,0.08
604,-0.01,0.079,428.5,27.46,219.18,0.16042,0.09422,0.03735,-0.02515,-0.09066,-0.16262,-0.23598,-0.31244,-0.38265,-0.45854,-0.52567,-0.59337,-0.65467,-0.7023,-0.74112,-0.78074,-0.79509,-0.7919,-0.77742,-0.76725,-0.74601,-0.71647,-0.68889,-0.64985,-0.60485,-0.53805,-0.49138,-0.45751,-0.49606,-0.39659,-0.29258,-0.18151,-0.08076,0.04026,0.18015,0.37703,0.59363,0.81352,0.97219,0.9979,0.99781,0.47422,0.13264,-0.10313,-0.19804,-0.27066,-0.36159,-0.34197,-0.35071,-0.38386,-0.40642,-0.42346,-0.43504,-0.42928,-0.40655,-0.34754,-0.27582,-0.17405,-0.08603,0.00335,0.1,0.23142,0.15965,240.0,53.0,0.08,0.08
605,2.05,0.079,428.49,27.46,220.77,0.14447,0.08598,0.02842,-0.03655,-0.10551,-0.18393,-0.26454,-0.34861,-0.42777,-0.51333,-0.59154,-0.67057,-0.74312,-0.8028,-0.85531,-0.90655,-0.93319,-0.94291,-0.93956,-0.94182,-0.93215,-0.91627,-0.90045,-0.87538,-0.84088,-0.78362,-0.75752,-0.75731,-0.82533,-0.74437,-0.65884,-0.57392,-0.49497,-0.40756,-0.29834,-0.11276,0.12047,0.41154,0.72266,0.88222,0.88187,0.84751,0.56493,0.31554,0.16193,0.04588,-0.07726,-0.09523,-0.14028,-0.19184,-0.23304,-0.2688,-0.29641,-0.30658,-0.30103,-0.25827,-0.20075,-0.11552,-0.04051,0.03791,0.12571,0.24322,0.14324,240.0,53.0,0.08,0.08
606,4.097,0.078,428.1,27.41,219.23,0.11976,0.07397,0.02034,-0.04352,-0.11419,-0.19706,-0.28425,-0.3757,-0.46429,-0.55964,-0.6485,-0.73837,-0.82332,-0.89681,-0.96056,-1.02568,-1.06645,-1.08811,-1.09856,-1.11289,-1.1157,-1.11573,-1.11313,-1.10038,-1.07983,-1.02961,-1.03326,-1.08137,-1.17207,-1.11035,-1.05838,-1.00274,-0.96517,-0.92135,-0.87094,-0.72439,-0.51555,-0.20377,0.23082,0.48539,0.48444,0.99598,0.84652,0.63015,0.45557,0.31554,0.1739,0.11676,0.05143,-0.01525,-0.07313,-0.1243,-0.16531,-0.19006,-0.19941,-0.17035,-0.12739,-0.05818,0.00454,0.0724,0.15207,0.25357,0.11786,240.0,53.0,0.08,0.08
607,6.15,0.078,427.74,27.39,219.23,0.0808,0.05008,0.00843,-0.04666,-0.11284,-0.19627,-0.28822,-0.38626,-0.48349,-0.58955,-0.68892,-0.78969,-0.88769,-0.97438,-1.0518,-1.13044,-1.18394,-1.21954,-1.2435,-1.27333,-1.29014,-1.29795,-1.30803,-1.32076,-1.31144,-1.2783,-1.30192,-1.42569,-1.5182,-1.49,-1.46863,-1.45531,-1.4648,-1.48434,-1.50511,-1.42513,-1.2691,-0.98545,-0.45913,-0.14419,-0.14802,0.96006,0.98036,0.83922,0.67556,0.53024,0.38326,0.29792,0.21773,0.14041,0.06965,0.00615,-0.04856,-0.08695,-0.10952,-0.09632,-0.06476,-0.00482,0.04807,0.10406,0.17442,0.25854,0.0789,240.0,53.0,0.08,0.08
608,8.195,0.078,426.69,27.35,220.77,0.00292,-0.01651,-0.03492,-0.06188,-0.102,-0.16735,-0.25427,-0.35576,-0.46318,-0.58111,-0.69403,-0.80868,-0.92075,-1.02161,-1.11315,-1.20033,-1.27632,-1.32658,-1.36441,-1.41033,-1.44202,-1.46848,-1.49502,-1.5288,-1.53528,-1.50841,-1.53432,-1.71752,-1.86496,-1.86878,-1.88799,-1.92545,-1.98793,-2.07489,-2.17588,-2.18173,-2.11897,-1.89545,-1.31198,-0.9714,-0.97697,0.77771,0.99497,0.95425,0.83187,0.69306,0.55239,0.45302,0.36196,0.27617,0.19463,0.11839,0.05634,0.00736,-0.02789,-0.02713,-0.00867,0.02866,0.07872,0.12728,0.18953,0.25094,0.00215,240.0,53.0,0.08,0.08
609,10.237,0.078,426.28,27.32,219.62,-0.11602,-0.14345,-0.14386,-0.14809,-0.15385,-0.16644,-0.19163,-0.24637,-0.34721,-0.47106,-0.60298,-0.7394,-0.87101,-0.99246,-1.10148,-1.2057,-1.29802,-1.36375,-1.41925,-1.48207,-1.52934,-1.57291,-1.61722,-1.67049,-1.69744,-1.69965,-1.73476,-1.86739,-2.12219,-2.14371,-2.21548,-2.3091,-2.42877,-2.59993,-2.76691,-2.86115,-2.89492,-2.74931,-2.1463,-1.80605,-1.81291,0.51775,0.92854,0.99423,0.92259,0.8032,0.6714,0.56598,0.46901,0.37545,0.29014,0.20538,0.13537,0.07821,0.03236,0.02131,0.02992,0.05633,0.09361,0.13037,0.18415,0.22212,-0.12329,240.0,53.0,0.08,0.08
610,12.23,0.078,424.66,27.27,260.0,-0.27816,-0.32391,-0.31751,-0.31064,-0.30413,-0.29985,-0.29563,-0.29348,-0.29258,-0.29598,-0.31405,-0.37745,-0.5138,-0.68498,-0.8483,-1.00127,-1.12886,-1.22859,-1.31752,-1.40412,-1.47418,-1.54442,-1.60947,-1.68787,-1.73825,-1.76651,-1.83464,-1.9317,-2.22864,-2.28947,-2.35366,-2.41203,-2.76902,-2.9482,-3.15389,-3.31866,-3.43898,-3.37014,-2.77708,-2.45338,-2.46042,0.27934,0.83665,0.99429,0.96679,0.86711,0.7433,0.63957,0.54093,0.4422,0.35139,0.26225,0.18655,0.12129,0.06724,0.04576,0.04439,0.06037,0.0884,0.11623,0.15999,0.16877,-0.27627,240.0,53.0,0.08,0.08
611,14.241,0.078,421.57,27.17,260.0,-0.35571,-0.41097,-0.40994,-0.40165,-0.39119,-0.38203,-0.37183,-0.36379,-0.35676,-0.35029,-0.34605,-0.3459,-0.36169,-0.41247,-0.53154,-0.70444,-0.87787,-1.0223,-1.15056,-1.26851,-1.36464,-1.46129,-1.54832,-1.64929,-1.72056,-1.77401,-1.86488,-1.98806,-2.30207,-2.37803,-2.46121,-2.56632,-2.799,-3.27301,-3.47385,-3.69311,-3.89224,-3.90238,-3.33261,-3.03593,-3.04361,0.03681,0.72962,0.97578,0.98975,0.91135,0.79952,0.69723,0.59743,0.49744,0.40305,0.30912,0.22783,0.15596,0.09359,0.06412,0.05569,0.06418,0.08226,0.10362,0.1343,0.13219,-0.34503,240.0,53.0,0.08,0.08
612,16.227,0.078,420.82,27.14,260.0,-0.41368,-0.4641,-0.46555,-0.45845,-0.44777,-0.43799,-0.42696,-0.41813,-0.40389,-0.40223,-0.39429,-0.39117,-0.39171,-0.39721,-0.41475,-0.47843,-0.60876,-0.76992,-0.93497,-1.08703,-1.21388,-1.33954,-1.44971,-1.57422,-1.6678,-1.74269,-1.85579,-1.99999,-2.33134,-2.44324,-2.55912,-2.71119,-2.94904,-3.37426,-3.81739,-4.0677,-4.32673,-4.41653,-3.88019,-3.61894,-3.62504,-0.22619,0.60124,0.94053,0.99999,0.94759,0.84988,0.75155,0.65321,0.55298,0.45699,0.36025,0.27379,0.19705,0.12787,0.0912,0.07609,0.07643,0.0864,0.10053,0.12552,0.10797,-0.39276,240.0,53.0,0.08,0.08
613,18.204,0.078,424.19,27.26,260.0,-0.46515,-0.50204,-0.50302,-0.49842,-0.48994,-0.48188,-0.47164,-0.46283,-0.44769,-0.44426,-0.43566,-0.42901,-0.42622,-0.42467,-0.42328,-0.43062,-0.4474,-0.49614,-0.60538,-0.76082,-0.91719,-1.08403,-1.21683,-1.37077,-1.48764,-1.58818,-1.72221,-1.88364,-2.22023,-2.36183,-2.5044,-2.68987,-2.94221,-3.3313,-3.94118,-4.22441,-4.53688,-4.6959,-4.2152,-3.99278,-3.99895,-0.4315,0.49071,0.90545,0.99999,0.97254,0.88947,0.7978,0.70307,0.60436,0.5094,0.4111,0.32199,0.24187,0.16829,0.12585,0.10473,0.09719,0.10127,0.10792,0.12717,0.09297,-0.42505,240.0,53.0,0.08,0.08
614,20.193,0.078,423.01,27.22,260.0,-0.53505,-0.56726,-0.57249,-0.57308,-0.568,-0.56213,-0.55281,-0.5443,-0.52879,-0.52486,-0.51288,-0.50531,-0.49958,-0.49637,-0.49216,-0.49392,-0.49481,-0.49733,-0.50679,-0.53331,-0.59676,-0.72559,-0.87891,-1.06536,-1.22493,-1.36686,-1.53249,-1.7178,-2.06213,-2.23823,-2.41079,-2.62705,-2.90417,-3.29943,-4.00473,-4.33989,-4.68352,-4.90578,-4.47694,-4.28878,-4.29656,-0.604,0.39338,0.86566,0.99552,0.98239,0.91008,0.82222,0.72931,0.63069,0.53336,0.43212,0.33979,0.25502,0.17557,0.12738,0.09993,0.08608,0.08408,0.08543,0.09936,0.05341,-0.49429,240.0,53.0,0.08,0.08
615,11.245,0.078,424.0,27.22,220.86,-0.17797,-0.22169,-0.21683,-0.21533,-0.21535,-0.21827,-0.22412,-0.24211,-0.28875,-0.37925,-0.50563,-0.65111,-0.79881,-0.93342,-1.0571,-1.17062,-1.27342,-1.34922,-1.41515,-1.48544,-1.54063,-1.59432,-1.64663,-1.71046,-1.74709,-1.76192,-1.81148,-1.902,-2.21732,-2.25572,-2.30129,-2.39913,-2.6341,-2.80668,-3.00496,-3.14022,-3.2218,-3.11634,-2.51375,-2.18098,-2.18708,0.3839,0.88067,0.99636,0.95034,0.84106,0.71291,0.60914,0.51118,0.41518,0.32763,0.2402,0.16741,0.10573,0.05641,0.03984,0.04369,0.06522,0.09752,0.13013,0.17926,0.20568,-0.19634,240.0,53.0,0.08,0.08
616,9.217,0.078,424.79,27.25,219.22,-0.05084,-0.07189,-0.07986,-0.0934,-0.11159,-0.14862,-0.21442,-0.30789,-0.41812,-0.54359,-0.66437,-0.78793,-0.9077,-1.01645,-1.11621,-1.21054,-1.29402,-1.35104,-1.39699,-1.45086,-1.48967,-1.52446,-1.55909,-1.60332,-1.62061,-1.60648,-1.62862,-1.79537,-1.99754,-2.02185,-2.04824,-2.1082,-2.2095,-2.33603,-2.46668,-2.51612,-2.4986,-2.31164,-1.71542,-1.37317,-1.37858,0.66092,0.97157,0.98111,0.88164,0.75142,0.61498,0.51209,0.41756,0.32625,0.24425,0.16344,0.09676,0.04406,0.00429,-0.00132,0.01237,0.04402,0.08749,0.13036,0.18876,0.23934,-0.05454,240.0,53.0,0.08,0.08
617,7.168,0.078,426.11,27.29,220.8,0.05014,0.0264,-0.00441,-0.04854,-0.10657,-0.18583,-0.27792,-0.37863,-0.48049,-0.5921,-0.69663,-0.80453,-0.90912,-1.00214,-1.08688,-1.16671,-1.23343,-1.27628,-1.30737,-1.34435,-1.36825,-1.38565,-1.40338,-1.42664,-1.42867,-1.39375,-1.41452,-1.58721,-1.69368,-1.68039,-1.67778,-1.68709,-1.72465,-1.77851,-1.8406,-1.80364,-1.6885,-1.43194,-0.87271,-0.54148,-0.54523,0.88586,1.0,0.91024,0.76304,0.62062,0.47446,0.38144,0.29555,0.21354,0.13691,0.06684,0.00844,-0.0356,-0.06378,-0.05813,-0.03356,0.01607,0.06817,0.11829,0.18365,0.25773,0.0487,240.0,53.0,0.08,0.08
618,5.131,0.078,427.06,27.31,219.4,0.10375,0.06546,0.01687,-0.04391,-0.11347,-0.1973,-0.28701,-0.38188,-0.47439,-0.57561,-0.66889,-0.7645,-0.85533,-0.93489,-1.00601,-1.07616,-1.12449,-1.15246,-1.16903,-1.19103,-1.20139,-1.20167,-1.20704,-1.20887,-1.19242,-1.1511,-1.16402,-1.24648,-1.3408,-1.29458,-1.25642,-1.22066,-1.20661,-1.19242,-1.17585,-1.05952,-0.86833,-0.56971,-0.0862,0.20637,0.20215,0.99732,0.92967,0.74566,0.57362,0.42841,0.28333,0.20913,0.13674,0.06594,0.00148,-0.05699,-0.10494,-0.13722,-0.15237,-0.12826,-0.09148,-0.02967,0.02739,0.08973,0.1644,0.2574,0.10189,240.0,53.0,0.08,0.08
619,-2.066,0.078,419.73,27.07,220.81,0.1725,0.10246,0.04952,-0.00855,-0.06859,-0.13388,-0.20001,-0.268,-0.33397,-0.39462,-0.45213,-0.50895,-0.55848,-0.59279,-0.61976,-0.64767,-0.65061,-0.63744,-0.61154,-0.58941,-0.55804,-0.52333,-0.48907,-0.43058,-0.37438,-0.30329,-0.23739,-0.18224,-0.1896,-0.0784,0.03625,0.1577,0.27403,0.40707,0.55245,0.72709,0.88819,0.9882,0.98426,0.84672,0.84542,-0.12107,-0.4458,-0.62099,-0.62455,-0.62833,-0.665,-0.60745,-0.57685,-0.58502,-0.58534,-0.58265,-0.57571,-0.55265,-0.51129,-0.4355,-0.34793,-0.23069,-0.12917,-0.02829,0.07529,0.21721,0.17062,240.0,53.0,0.08,0.08
620,-4.104,0.078,419.71,27.07,219.15,0.17668,0.10804,0.06131,0.00897,-0.04522,-0.1042,-0.16201,-0.2224,-0.27974,-0.33096,-0.37732,-0.42379,-0.46256,-0.48619,-0.50227,-0.5193,-0.51178,-0.48794,-0.45409,-0.42312,-0.38397,-0.33806,-0.29349,-0.22549,-0.16587,-0.08342,-0.00757,0.06181,0.07567,0.19733,0.31619,0.43867,0.55726,0.68556,0.81059,0.93351,0.99863,0.96277,0.75354,0.39434,0.39568,-0.94195,-1.17631,-1.23705,-1.10984,-1.02511,-1.00433,-0.89793,-0.8176,-0.79744,-0.77238,-0.74849,-0.72175,-0.67965,-0.61918,-0.52424,-0.42,-0.28622,-0.17191,-0.05984,0.05039,0.19882,0.17666,240.0,53.0,0.08,0.08
